Event	ID	Name			Wwise Object Path	Notes
	98439365	Play_Player_Footsteps			\Default Work Unit\Play_Player_Footsteps	
	109592986	Base_Ambience_Play			\Default Work Unit\Base_Ambience_Play	
	112230054	Puzzle_3_Stop			\Default Work Unit\Puzzle_3_Stop	
	1364036739	Generator_Stop			\Default Work Unit\Generator_Stop	
	2222680430	Puzzle_3_Fail			\Default Work Unit\Puzzle_3_Fail	
	2509089944	PressurePlate			\Default Work Unit\PressurePlate	
	2723208622	Puzzle_3_Next_Step			\Default Work Unit\Puzzle_3_Next_Step	
	3157003241	Test			\Default Work Unit\Test	
	3228222034	Player_Radiation			\Default Work Unit\Player_Radiation	
	4275927813	Generator_Play			\Default Work Unit\Generator_Play	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3880108918	RadioactiveLevel			\Default Work Unit\RadioactiveLevel	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	213387039	Player_Radiation_Tick_06	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_06_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_06		1455
	215920637	Amb_Drips_04	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_04_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_04		48915
	228015284	Player_Cloth_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Cloth_01_D59D9D34.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Player_Cloth\Player_Cloth_01		7994
	228997483	Footsteps_Dirt_Hard_04	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_04_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_04		2379
	271883726	Amb_Drips_07	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_07_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_07		47492
	276571848	LevelEnv_Generator_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\LevelEnv_Generator_01_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 1\LevelEnv_Generator_01		130758
	293926284	Base_Ambience_Scary_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Base_Ambience_Scary_01_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Base_Ambience_Scary_01		978793
	311065688	LevelEnv_Engine_Handle_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\LevelEnv_Engine_Handle_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 1\LevelEnv_Engine_Handle_01		102537
	312858514	Amb_Steam_Hiss_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Steam_Hiss_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Hiss\Amb_Steam_Hiss_03		92946
	321209810	Scray_Scream_04	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Scray_Scream_04_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Scary Scream\Scray_Scream_04		135219
	325049680	Player_Radiation_Tick_07	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_07_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_07		1627
	332133400	BaseAmb_Bass_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\BaseAmb_Bass_01_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\BaseAmb_Bass_01		924266
	336912728	Player_RadioActive_Loop_High_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_RadioActive_Loop_High_01_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_RadioActive_Loop_High_01		139285
	367543207	Amb_Drips_10	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_10_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_10		56595
	389739352	Player_Radiation_Tick_10	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_10_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_10		1476
	418849329	Amb_Drips_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_01		64577
	435800846	Player_Cloth_05	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Cloth_05_EBAAC015.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Player_Cloth\Player_Cloth_05		9145
	461717122	Footsteps_Dirt_Hard_11	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_11_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_11		2971
	470015550	Footsteps_Dirt_Soft_12	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_12_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_12		5929
	489163385	Footsteps_Dirt_Hard_07	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_07_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_07		2009
	492961684	Amb_Drips_09	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_09_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_09		50204
	496538017	Scray_Scream_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Scray_Scream_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Scary Scream\Scray_Scream_03		82973
	514474967	Player_Cloth_04	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Cloth_04_EBAAC015.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Player_Cloth\Player_Cloth_04		9372
	528668423	Footsteps_Dirt_Soft_13	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_13_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_13		5868
	531610125	Footsteps_Dirt_Soft_10	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_10_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_10		5298
	571001011	Player_Cloth_08	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Cloth_08_EBAAC015.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Player_Cloth\Player_Cloth_08		11179
	573511844	Footsteps_Dirt_Soft_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_03		6195
	588033614	Footsteps_Dirt_Soft_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_01		6052
	615185881	Player_Radiation_Tick_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_02		1302
	623701289	Footsteps_Dirt_Soft_04	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_04_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_04		5884
	634138447	Footsteps_Dirt_Hard_12	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_12_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_12		3724
	644948679	Footsteps_Dirt_Hard_05	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_05_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_05		2319
	651397091	Footsteps_Dirt_Soft_11	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_11_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_11		6774
	658291249	Footsteps_Dirt_Soft_08	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_08_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_08		6276
	661328633	Footsteps_Dirt_Hard_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_02		2754
	715787057	Amb_Drips_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_03		53776
	724761262	Amb_Drips_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_02		39481
	733829973	Footsteps_Dirt_Hard_10	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_10_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_10		2975
	771504374	Amb_Drips_05	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_05_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_05		44715
	813220662	Player_Radiation_Tick_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_01		1387
	835485787	Footsteps_Dirt_Soft_05	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_05_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_05		6528
	840757328	Scray_Scream_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Scray_Scream_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Scary Scream\Scray_Scream_02		96872
	874670283	Footsteps_Dirt_Soft_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_02		6035
	922488863	Player_Radiation_Tick_05	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_05_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_05		1416
	931197646	Footsteps_Dirt_Hard_09	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_09_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_09		2675
	939389692	Footsteps_Dirt_Hard_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_01		2771
	943043624	Player_Radiation_Tick_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_03		967
	943909424	Player_RadioActive_Loop_Low_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_RadioActive_Loop_Low_01_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_RadioActive_Loop_Low_01		94146
	963667507	Footsteps_Dirt_Hard_08	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_08_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_08		2268
	967252166	Footsteps_Dirt_Hard_03	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_03_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_03		2398
	981999557	Player_Cloth_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Cloth_02_EBAAC015.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Player_Cloth\Player_Cloth_02		9592
	983292096	Amb_Steam_Hiss_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Steam_Hiss_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Hiss\Amb_Steam_Hiss_01		62863
	1006691689	Footsteps_Dirt_Hard_13	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Hard_13_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Hard\Footsteps_Dirt_Hard_13		4222
	1017681480	Amb_Steam_Hiss_02	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Steam_Hiss_02_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Hiss\Amb_Steam_Hiss_02		74625
	1019421666	Event_Tsunami_Alarm01 1	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Event_Tsunami_Alarm01 1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 3\Event_Tsunami_Alarm01 1		8324
	1031661267	Footsteps_Dirt_Soft_07	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_07_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_07		6333
	1031849759	Footsteps_Dirt_Soft_09	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_09_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_09		6163
	1049517778	Amb_Drips_08	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Amb_Drips_08_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Water Drips\Amb_Drips_08		94470
	1052564996	Footsteps_Dirt_Soft_06	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Footsteps_Dirt_Soft_06_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Step\Footsteps\Player_Footsteps_Soft\Footsteps_Dirt_Soft_06		5110
	1052980291	Scray_Scream_01	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Scray_Scream_01_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Base Ambience\Base Amb\Scary Scream\Scray_Scream_01		178211
	1055854214	Player_Radiation_Tick_09	Z:\Volumes\Mac HDD 1\Dev\Unity Projects\NGJ22\WwiseProj\NGJ WwiseProject\.cache\Mac\SFX\Player_Radiation_Tick_09_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelEnv\Puzzle 2\Player_Radiation\Player_Radiation_Tick\Player_Radiation_Tick_09		1664

